timestamp_ms,enc0,enc1,enc2,enc3
29.100,1,1,1,1
29.150,1,1,1,1
29.200,1,1,1,1
29.250,1,1,1,1
29.300,1,1,1,1
29.350,0,0,1,0
29.400,0,0,0,0
29.450,0,0,0,0
29.500,0,0,0,0
29.550,0,0,0,0
29.600,0,0,0,0
29.650,0,0,0,0
29.700,0,0,0,0
29.750,1,1,0,1
29.800,1,1,1,1
29.850,1,1,1,1
29.900,1,1,1,1
29.950,1,1,1,1
30.000,1,1,1,1
30.050,1,1,1,1
30.100,1,1,1,1
30.150,1,1,1,1
30.200,0,0,0,0
30.250,0,0,0,0
30.300,0,0,0,0
30.350,0,0,0,0
30.400,0,0,0,0
30.450,0,0,0,0
30.500,0,0,0,0
30.550,0,0,0,0
30.600,1,1,0,1
30.650,1,1,1,1
30.700,1,1,1,1
30.750,1,1,1,1
30.800,1,1,1,1
30.850,1,1,1,1
30.900,1,1,1,1
30.950,1,1,1,1
31.000,1,1,1,1
31.050,0,0,0,0
31.100,0,0,0,0
31.150,0,0,0,0
31.200,0,0,0,0
31.250,0,0,0,0
31.300,0,0,0,0
31.350,0,0,0,0
31.400,0,0,0,0
31.450,1,1,0,1
31.500,1,1,1,1
31.550,1,1,1,1
31.600,1,1,1,1
31.650,1,1,1,1
31.700,1,1,1,1
31.750,1,1,1,1
31.800,1,1,1,1
31.850,0,0,1,0
31.900,0,0,0,0
31.950,0,0,0,0
32.000,0,0,0,0
32.050,0,0,0,0
32.100,0,0,0,0
32.150,0,0,0,0
32.200,0,0,0,0
32.250,0,0,0,0
32.300,1,1,1,1
32.350,1,1,1,1
32.400,1,1,1,1
32.450,1,1,1,1
32.500,1,1,1,1
32.550,1,1,1,1
32.600,1,1,1,1
32.650,1,1,1,1
32.700,0,0,1,0
32.750,0,0,0,0
32.800,0,0,0,0
32.850,0,0,0,0
32.900,0,0,0,0
32.950,0,0,0,0
33.000,0,0,0,0
33.050,0,0,0,0
33.100,1,1,0,1
33.150,1,1,1,1
33.200,1,1,1,1
33.250,1,1,1,1
33.300,1,1,1,1
33.350,1,1,1,1
33.400,1,1,1,1
33.450,1,1,1,1
33.500,1,1,1,1
33.550,0,0,1,0
33.600,0,0,0,0
33.650,0,0,0,0
33.700,0,0,0,0
33.750,0,0,0,0
33.800,0,0,0,0
33.850,0,0,0,0
33.900,0,0,0,0
33.950,1,1,0,1
34.000,1,1,1,1
34.050,1,1,1,1
34.100,1,1,1,1
34.150,1,1,1,1
34.200,1,1,1,1
34.250,1,1,1,1
34.300,1,1,1,1
34.350,1,1,1,1
34.400,0,0,0,0
34.450,0,0,0,0
34.500,0,0,0,0
34.550,0,0,0,0
34.600,0,0,0,0
34.650,0,0,0,0
34.700,0,0,0,0
34.750,0,0,0,0
34.800,1,1,0,1
34.850,1,1,1,1
34.900,1,1,1,1
34.950,1,1,1,1
35.000,1,1,1,1
35.050,1,1,1,1
35.100,1,1,1,1
35.150,1,1,1,1
35.200,0,0,1,0
35.250,0,0,0,0
35.300,0,0,0,0
35.350,0,0,0,0
35.400,0,0,0,0
35.450,0,0,0,0
35.500,0,0,0,0
35.550,0,0,0,0
35.600,0,0,0,0
35.650,1,1,0,1
35.700,1,1,1,1
35.750,1,1,1,1
35.800,1,1,1,1
35.850,1,1,1,1
35.900,1,1,1,1
35.950,1,1,1,1
36.000,1,1,1,1
36.050,0,0,1,0
36.100,0,0,0,0
36.150,0,0,0,0
36.200,0,0,0,0
36.250,0,0,0,0
36.300,0,0,0,0
36.350,0,0,0,0
36.400,0,0,0,0
36.450,1,1,0,1
36.500,1,1,0,1
36.550,1,1,1,1
36.600,1,1,1,1
36.650,1,1,1,1
36.700,1,1,1,1
36.750,1,1,1,1
36.800,1,1,1,1
36.850,1,1,1,1
36.900,0,0,1,0
36.950,0,0,0,0
37.000,0,0,0,0
37.050,0,0,0,0
37.100,0,0,0,0
37.150,0,0,0,0
37.200,0,0,0,0
37.250,0,0,0,0
37.300,1,1,0,1
37.350,1,1,1,1
37.400,1,1,1,1
37.450,1,1,1,1
37.500,1,1,1,1
37.550,1,1,1,1
37.600,1,1,1,1
37.650,1,1,1,1
37.700,1,1,1,1
37.750,0,0,1,0
37.800,0,0,0,0
37.850,0,0,0,0
37.900,0,0,0,0
37.950,0,0,0,0
38.000,0,0,0,0
38.050,0,0,0,0
38.100,0,0,0,0
38.150,1,1,0,1
38.200,1,1,1,1
38.250,1,1,1,1
38.300,1,1,1,1
38.350,1,1,1,1
38.400,1,1,1,1
38.450,1,1,1,1
38.500,1,1,1,1
38.550,0,0,1,0
38.600,0,0,1,0
38.650,0,0,0,0
38.700,0,0,0,0
38.750,0,0,0,0
38.800,0,0,0,0
38.850,0,0,0,0
38.900,0,0,0,0
38.950,0,0,0,0
39.000,1,1,0,1
39.050,1,1,1,1
39.100,1,1,1,1
39.150,1,1,1,1
39.200,1,1,1,1
39.250,1,1,1,1
39.300,1,1,1,1
39.350,1,1,1,1
39.400,0,0,1,0
39.450,0,0,0,0
39.500,0,0,0,0
39.550,0,0,0,0
39.600,0,0,0,0
39.650,0,0,0,0
39.700,0,0,0,0
39.750,0,0,0,0
39.800,1,1,0,1
39.850,1,1,0,1
39.900,1,1,1,1
39.950,1,1,1,1
40.000,1,1,1,1
40.050,1,1,1,1
40.100,1,1,1,1
40.150,1,1,1,1
40.200,1,1,1,1
40.250,0,0,1,0
40.300,0,0,0,0
40.350,0,0,0,0
40.400,0,0,0,0
40.450,0,0,0,0
40.500,0,0,0,0
40.550,0,0,0,0
40.600,0,0,0,0
40.650,1,1,0,1
40.700,1,1,0,1
40.750,1,1,1,1
40.800,1,1,1,1
40.850,1,1,1,1
40.900,1,1,1,1
40.950,1,1,1,1
41.000,1,1,1,1
41.050,1,1,1,1
41.100,0,0,1,0
41.150,0,0,0,0
41.200,0,0,0,0
41.250,0,0,0,0
41.300,0,0,0,0
41.350,0,0,0,0
41.400,0,0,0,0
41.450,0,0,0,0
41.500,1,1,0,1
41.550,1,1,1,1
41.600,1,1,1,1
41.650,1,1,1,1
41.700,1,1,1,1
41.750,1,1,1,1
41.800,1,1,1,1
41.850,1,1,1,1
41.900,0,0,1,0
41.950,0,0,1,0
42.000,0,0,0,0
42.050,0,0,0,0
42.100,0,0,0,0
42.150,0,0,0,0
42.200,0,0,0,0
42.250,0,0,0,0
42.300,0,0,0,0
42.350,1,1,0,1
42.400,1,1,1,1
42.450,1,1,1,1
42.500,1,1,1,1
42.550,1,1,1,1
42.600,1,1,1,1
42.650,1,1,1,1
42.700,1,1,1,1
42.750,0,0,1,0
42.800,0,0,1,0
42.850,0,0,0,0
42.900,0,0,0,0
42.950,0,0,0,0
43.000,0,0,0,0
43.050,0,0,0,0
43.100,0,0,0,0
43.150,0,0,0,0
43.200,1,1,0,1
43.250,1,1,1,1
43.300,1,1,1,1
43.350,1,1,1,1
43.400,1,1,1,1
43.450,1,1,1,1
43.500,1,1,1,1
43.550,1,1,1,1
43.600,0,0,1,0
43.650,0,0,0,0
43.700,0,0,0,0
43.750,0,0,0,0
43.800,0,0,0,0
43.850,0,0,0,0
43.900,0,0,0,0
43.950,0,0,0,0
44.000,1,1,0,1
44.050,1,1,0,1
44.100,1,1,1,1
44.150,1,1,1,1
44.200,1,1,1,1
44.250,1,1,1,1
44.300,1,1,1,1
44.350,1,1,1,1
44.400,1,1,1,1
44.450,0,0,1,0
44.500,0,0,0,0
44.550,0,0,0,0
44.600,0,0,0,0
44.650,0,0,0,0
44.700,0,0,0,0
44.750,0,0,0,0
44.800,0,0,0,0
44.850,1,1,0,1
44.900,1,1,0,1
44.950,1,1,1,1
45.000,1,1,1,1
45.050,1,1,1,1
45.100,1,1,1,1
45.150,1,1,1,1
45.200,1,1,1,1
45.250,0,0,1,0
45.300,0,0,1,0
45.350,0,0,0,0
45.400,0,0,0,0
45.450,0,0,0,0
45.500,0,0,0,0
45.550,0,0,0,0
45.600,0,0,0,0
45.650,0,0,0,0
45.700,1,1,0,1
45.750,1,1,1,1
45.800,1,1,1,1
45.850,1,1,1,1
45.900,1,1,1,1
45.950,1,1,1,1
46.000,1,1,1,1
46.050,1,1,1,1
46.100,0,0,1,0
46.150,0,0,1,0
46.200,0,0,0,0
46.250,0,0,0,0
46.300,0,0,0,0
46.350,0,0,0,0
46.400,0,0,0,0
46.450,0,0,0,0
46.500,0,0,0,0
46.550,1,1,0,1
46.600,1,1,1,1
46.650,1,1,1,1
46.700,1,1,1,1
46.750,1,1,1,1
46.800,1,1,1,1
46.850,1,1,1,1
46.900,1,1,1,1
46.950,0,0,1,0
47.000,0,0,1,0
47.050,0,0,0,0
47.100,0,0,0,0
47.150,0,0,0,0
